female,year,area,obs,pred,YR_FL,loc_density,f_status,f_min_age,f_ALR,mean_age,delta_age,mean_age_LD,delta_age_LD,LR,HD,LD,CS,BS,hatch,ACW,FL,recruits
4805,36,6,7230,0,7.5,0.65,1,1,1,1,0,1,0,1,41,18,9,9,1,196,9,1
5410,40,9,8155,0,5.5,1.14,1,1,1,1,0,1,0,1,39,18,9,9,1,,0,0
2645,45,5,4017,0,7.4,1.27,0,1,1,1,0,1,0,1,39,18,9,9,1,175,9,0
2185,38,9,3324,0,7.4,1.79,0,1,1,1,0,1,0,1,41,18,9,9,1,195,9,0
53,2,9,84,1,6,1.06,0,1,1,1,0,1,0,1,38,18,9,9,1,194,8,1
4095,28,4,6113,0,8.9,0.39,1,1,1,1,0,1,0,1,40,18,10,10,1,188,10,3
3088,22,4,4656,0,7.4,0.42,1,1,1,1,0,1,0,1,43,18,10,10,1,189,10,1
3352,24,4,5041,0,7.3,0.65,1,1,1,1,0,1,0,1,39,18,10,10,1,187,9,3
2033,33,9,3064,0,8.1,1.29,0,1,1,1,0,1,0,1,42,18,10,10,1,202,10,2
2971,21,7,4463,0,8.6,0.25,1,1,1,1,0,1,0,1,42,18,11,11,1,201,9,3
2604,22,4,3959,0,7.4,0.42,0,1,1,1,0,1,0,1,44,18,11,11,1,150,2,0
3411,24,4,5131,0,7.3,0.65,1,1,1,1,0,1,0,1,44,18,12,12,1,140,0,0
224,2,6,342,1,6,0.38,1,1,1,1,0,1,0,1,40,19,8,4,0.5,212,4,1
1818,46,9,2744,0,6.2,1.71,0,1,1,1,0,1,0,1,42,19,9,6,0.67,,0,0
4316,45,6,6437,0,7.4,0.36,1,1,1,1,0,1,0,1,43,19,9,7,0.78,187,7,4
4473,34,3,6670,0,7.6,0.83,1,1,1,1,0,1,0,1,38,19,9,7,0.78,175,7,0
4315,45,2,6436,0,7.4,1.6,1,1,1,1,0,1,0,1,40,19,5,4,0.8,192,4,0
5123,38,4,7728,0,7.4,0.52,1,1,1,1,0,1,0,1,40,19,10,8,0.8,189,8,3
3048,21,5,4595,0,8.6,0.92,1,1,1,1,0,1,0,1,43,19,12,10,0.83,194,10,0
2494,38,6,3798,0,7.4,0.68,0,1,1,1,0,1,0,1,44,19,7,6,0.86,197,6,0
4479,34,4,6684,0,7.6,0.44,1,1,1,1,0,1,0,1,38,19,8,7,0.88,205,7,3
2759,43,4,4160,0,6.8,0.46,0,1,1,1,0,1,0,1,40,19,8,7,0.88,192,7,1
4020,46,6,6034,0,6.2,0.75,1,1,1,1,0,1,0,1,41,19,9,8,0.89,195,8,2
2726,45,1,4109,0,7.4,1.43,0,1,1,1,0,1,0,1,43,19,9,8,0.89,187,7,0
2752,43,9,4150,0,6.8,1.67,0,1,1,1,0,1,0,1,39,19,9,8,0.89,172,8,0
5372,43,5,8105,0,6.8,1.92,0,1,1,1,0,1,0,1,40,19,9,8,0.89,,0,0
2948,21,4,4430,0,8.6,0.32,1,1,1,1,0,1,0,1,43,19,10,9,0.9,187,9,2
2108,34,4,3199,0,7.6,0.44,0,1,1,1,0,1,0,1,41,19,10,9,0.9,199,9,1
5385,43,3,8124,0,6.8,0.77,1,1,1,1,0,1,0,1,42,19,10,9,0.9,174,9,2
1959,34,1,2950,0,7.6,1.29,0,1,1,1,0,1,0,1,43,19,10,9,0.9,189,9,0
1951,34,5,2941,0,7.6,1.53,0,1,1,1,0,1,0,1,42,19,10,9,0.9,201,9,1
4533,34,5,6784,0,7.6,1.53,1,1,1,1,0,1,0,1,40,19,10,9,0.9,200,9,2
2962,21,4,4451,0,8.6,0.32,1,1,1,1,0,1,0,1,44,19,11,10,0.91,182,10,4
1807,30,6,2732,0,6.8,0.36,0,1,1,1,0,1,0,1,44,19,11,10,0.91,201,10,0
2037,33,4,3068,0,8.1,0.27,0,1,1,1,0,1,0,1,44,19,12,11,0.92,192,11,1
2055,45,6,3104,0,7.4,0.36,0,1,1,1,0,1,0,1,41,19,5,5,1,191,5,1
2694,42,6,4069,0,5.6,0.64,0,1,1,1,0,1,0,1,45,19,5,5,1,189,4,1
1899,37,2,2851,0,5.5,1.39,0,1,1,1,0,1,0,1,45,19,6,6,1,,0,0
223,2,2,341,1,6,0.96,1,1,2,1,0,1,0,0,37,19,7,7,1,199,7,0
271,2,9,413,1,6,1.06,0,1,1,1,0,1,0,1,40,19,7,7,1,164,6,0
4632,34,8,6952,0,7.6,0.51,1,1,1,1,0,1,0,1,38,19,8,8,1,,0,0
2647,45,5,4019,0,7.4,1.27,0,1,1,1,0,1,0,1,40,19,8,8,1,182,8,1
3856,44,5,5820,0,5.1,1.92,1,1,1,1,0,1,0,1,38,19,8,8,1,192,8,1
2429,44,6,3697,0,5.1,0.38,0,1,1,1,0,1,0,1,40,19,9,9,1,178,9,0
2768,44,4,4176,0,5.1,0.41,0,1,1,1,0,1,0,1,41,19,9,9,1,186,9,0
3093,22,4,4661,0,7.4,0.42,0,1,1,1,0,1,0,1,43,19,9,9,1,,0,0
4323,45,4,6445,0,7.4,0.42,1,1,1,1,0,1,0,1,39,19,9,9,1,189,9,0
2094,34,4,3172,0,7.6,0.44,0,1,1,1,0,1,0,1,39,19,9,9,1,192,9,1
3688,44,8,5592,0,5.1,0.84,0,1,1,1,0,1,0,1,44,19,9,9,1,,0,0
4505,34,2,6736,0,7.6,0.91,1,1,1,1,0,1,0,1,40,19,9,9,1,195,9,1
4704,35,5,7065,0,6.9,1.01,1,1,1,1,0,1,0,1,43,19,9,9,1,193,9,3
1705,28,5,2586,0,8.9,1.05,0,1,1,1,0,1,0,1,39,19,9,9,1,179,9,0
2050,34,1,3097,0,7.6,1.29,0,1,1,1,0,1,0,1,40,19,9,9,1,182,9,0
2025,47,2,3051,0,6.7,1.6,0,1,1,1,0,1,0,1,41,19,9,9,1,175,9,0
2427,43,1,3695,0,6.8,1.61,0,1,1,1,0,1,0,1,38,19,9,9,1,181,9,3
810,8,4,1237,1,4.5,0.17,0,1,1,1,0,1,0,1,39,19,9,9,1,185,8,2
4307,30,4,6427,0,6.8,0.41,1,1,1,1,0,1,0,1,43,19,10,10,1,191,10,3
4639,34,8,6962,0,7.6,0.51,1,1,1,1,0,1,0,1,42,19,10,10,1,195,10,1
3783,47,1,5719,0,6.7,1.22,0,1,1,1,0,1,0,1,41,19,10,10,1,158,10,2
5080,38,1,7664,0,7.4,1.4,1,1,1,1,0,1,0,1,39,19,10,10,1,182,10,2
4106,28,4,6127,0,8.9,0.39,1,1,1,1,0,1,0,1,41,19,11,11,1,194,11,3
2588,21,6,3940,0,8.6,0.46,0,1,1,1,0,1,0,1,43,19,11,11,1,182,11,1
57,21,9,93,0,8.6,0.38,0,1,1,1,0,1,0,1,43,19,12,12,1,,0,0
3413,24,4,5133,0,7.3,0.65,1,1,1,1,0,1,0,1,44,19,12,12,1,190,11,0
5363,44,2,8094,0,5.1,1.39,1,1,1,1,0,1,0,1,39,20,6,3,0.5,,0,0
3803,46,8,5742,0,6.2,0.84,0,1,1,1,0,1,0,1,48,20,10,5,0.5,178,5,1
3095,22,1,4665,0,7.4,1.36,1,1,1,1,0,1,0,1,47,20,9,5,0.56,200,4,0
4763,37,4,7168,0,5.5,0.73,1,1,1,1,0,1,0,1,41,20,10,6,0.6,187,6,0
5085,38,4,7673,0,7.4,0.52,1,1,1,1,0,1,0,1,44,20,8,5,0.63,184,5,4
3472,28,5,5212,0,8.9,1.05,1,1,1,1,0,1,0,1,41,20,11,7,0.64,202,6,1
5324,43,4,8039,0,6.8,0.46,1,1,1,1,0,1,0,1,40,20,6,4,0.67,184,4,2
792,13,5,1215,1,6,0.7,0,1,1,1,0,1,0,1,41,20,9,6,0.67,190,5,0
2649,45,5,4023,0,7.4,1.27,0,1,1,1,0,1,0,1,43,20,10,7,0.7,179,7,0
274,2,3,417,1,6,0.47,0,1,1,1,0,1,0,1,44,20,10,7,0.7,157,6,0
4321,45,8,6442,0,7.4,0.62,1,1,1,1,0,1,0,1,48,20,7,5,0.71,177,5,1
1676,28,9,2539,0,8.9,1.1,0,1,1,1,0,1,0,1,39,20,7,5,0.71,193,5,0
4409,31,6,6559,0,7.7,0.49,1,1,1,1,0,1,0,1,43,20,8,6,0.75,179,6,0
4913,42,2,7413,0,5.6,1.55,1,1,1,1,0,1,0,1,41,20,8,6,0.75,178,6,0
4047,47,7,6064,0,6.7,0.33,1,1,1,1,0,1,0,1,41,20,9,7,0.78,180,6,2
3407,24,4,5127,0,7.3,0.65,1,1,1,1,0,1,0,1,45,20,10,8,0.8,157,0,0
3848,44,9,5810,0,5.1,1.63,1,1,1,1,0,1,0,1,41,20,10,8,0.8,,0,0
3982,45,2,5986,0,7.4,1.6,1,1,1,1,0,1,0,1,39,20,6,5,0.83,,0,0
4831,36,8,7273,0,7.5,0.51,1,1,1,1,0,1,0,1,40,20,7,6,0.86,185,6,0
70,22,4,110,0,7.4,0.42,0,1,2,1,0,1,0,0,42,20,8,7,0.88,194,7,0
5251,47,7,7924,0,6.7,0.33,1,1,1,1,0,1,0,1,42,20,9,8,0.89,192,8,0
5069,41,8,7649,0,7,0.54,1,1,3,1,0,1,0,0,42,20,9,8,0.89,193,7,0
4012,46,6,6023,0,6.2,0.75,1,1,1,1,0,1,0,1,42,20,9,8,0.89,187,8,0
4248,30,5,6336,0,6.8,1.01,1,1,2,1,0,1,0,0,42,20,9,8,0.89,190,8,1
292,2,1,442,1,6,2.33,0,1,2,1,0,1,0,0,41,20,9,8,0.89,177,8,0
4471,34,7,6668,0,7.6,0.29,1,1,1,1,0,1,0,1,43,20,10,9,0.9,200,9,2
3185,24,4,4796,0,7.3,0.65,1,1,1,1,0,1,0,1,41,20,10,9,0.9,190,9,2
5175,38,5,7807,0,7.4,1.14,1,1,1,1,0,1,0,1,42,20,10,9,0.9,,0,0
3678,44,5,5575,0,5.1,1.92,0,1,1,1,0,1,0,1,42,20,10,9,0.9,175,6,0
3603,28,7,5446,0,8.9,0.21,1,1,1,1,0,1,0,1,40,20,11,10,0.91,188,10,1
2052,34,4,3099,0,7.6,0.44,0,1,1,1,0,1,0,1,48,20,11,10,0.91,194,10,3
3323,28,5,4999,0,8.9,1.05,1,1,1,1,0,1,0,1,41,20,11,10,0.91,186,10,0
5103,38,6,7699,0,7.4,0.68,1,1,1,1,0,1,0,1,37,20,5,5,1,183,5,0
2084,44,2,3154,0,5.1,1.39,0,1,1,1,0,1,0,1,39,20,5,5,1,178,5,0
4172,30,5,6223,0,6.8,1.01,1,1,2,1,0,1,0,0,40,20,6,6,1,184,6,0
285,2,4,430,1,6,0.37,0,1,1,1,0,1,0,1,37,20,6,6,1,191,6,2
2602,22,4,3957,0,7.4,0.42,0,1,1,1,0,1,0,1,43,20,7,7,1,197,7,0
4806,36,6,7231,0,7.5,0.65,1,1,1,1,0,1,0,1,43,20,7,7,1,197,7,0
4262,31,9,6356,0,7.7,0.87,1,1,1,1,0,1,0,1,40,20,7,7,1,,0,0
289,2,1,436,1,6,2.33,0,1,2,1,0,1,0,0,39,20,7,7,1,186,7,0
220,2,1,338,1,6,2.33,1,1,3,1,0,1,0,0,38,20,7,7,1,197,7,0
3935,45,4,5931,0,7.4,0.42,1,1,1,1,0,1,0,1,40,20,8,8,1,201,8,1
2171,36,4,3305,0,7.5,0.46,0,1,1,1,0,1,0,1,40,20,8,8,1,184,8,1
2722,43,6,4105,0,6.8,0.56,0,1,1,1,0,1,0,1,41,20,8,8,1,187,8,0
1867,31,1,2810,0,7.7,1.11,0,1,1,1,0,1,0,1,41,20,8,8,1,183,8,0
4984,39,9,7527,0,6.7,1.37,1,1,1,1,0,1,0,1,41,20,8,8,1,186,8,0
2104,34,9,3191,0,7.6,1.56,0,1,1,1,0,1,0,1,42,20,8,8,1,190,8,0
2459,40,5,3753,0,5.5,1.57,0,1,2,1,0,1,0,0,41,20,8,8,1,181,8,2
5345,44,9,8066,0,5.1,1.63,1,1,1,1,0,1,0,1,39,20,8,8,1,189,8,1
301,2,2,458,1,6,0.96,0,1,1,1,0,1,0,1,40,20,8,8,1,191,8,0
2407,41,6,3668,0,7,0.37,0,1,1,1,0,1,0,1,42,20,9,9,1,195,9,1
3537,28,4,5325,0,8.9,0.39,1,1,1,1,0,1,0,1,41,20,9,9,1,191,8,1
4274,30,4,6372,0,6.8,0.41,1,1,1,1,0,1,0,1,42,20,9,9,1,185,9,2
2106,34,4,3194,0,7.6,0.44,0,1,1,1,0,1,0,1,40,20,9,9,1,181,9,0
1674,28,3,2537,0,8.9,0.5,0,1,1,1,0,1,0,1,41,20,9,9,1,195,7,2
4094,28,3,6112,0,8.9,0.5,1,1,1,1,0,1,0,1,41,20,9,9,1,189,7,1
2634,45,8,4003,0,7.4,0.62,0,1,1,1,0,1,0,1,44,20,9,9,1,164,8,1
4799,35,2,7220,0,6.9,1.28,1,1,1,1,0,1,0,1,42,20,9,9,1,136,0,0
2088,44,2,3158,0,5.1,1.39,0,1,1,1,0,1,0,1,43,20,9,9,1,,0,0
5225,40,5,7891,0,5.5,1.57,1,1,1,1,0,1,0,1,41,20,9,9,1,186,8,2
3877,44,5,5848,0,5.1,1.92,1,1,1,1,0,1,0,1,41,20,9,9,1,186,9,1
3892,44,5,5867,0,5.1,1.92,1,1,1,1,0,1,0,1,42,20,9,9,1,187,7,2
1248,13,4,1896,1,6,0.18,1,1,1,1,0,1,0,1,43,20,9,9,1,180,2,0
264,2,1,403,1,6,2.33,1,1,1,1,0,1,0,1,42,20,9,9,1,189,6,0
3060,21,7,4615,0,8.6,0.25,1,1,1,1,0,1,0,1,43,20,10,10,1,,0,0
2959,21,3,4448,0,8.6,0.33,1,1,1,1,0,1,0,1,43,20,10,10,1,181,9,2
3514,28,4,5284,0,8.9,0.39,1,1,1,1,0,1,0,1,40,20,10,10,1,167,10,0
4915,39,6,7417,0,6.7,0.43,1,1,1,1,0,1,0,1,43,20,10,10,1,182,10,0
2010,40,8,3028,0,5.5,0.51,0,1,1,1,0,1,0,1,44,20,10,10,1,173,10,0
2931,21,8,4397,0,8.6,0.56,1,1,1,1,0,1,0,1,42,20,10,10,1,170,9,2
73,24,4,114,0,7.3,0.65,0,1,1,1,0,1,0,1,42,20,10,10,1,195,9,0
1666,37,4,2525,0,5.5,0.73,0,1,1,1,0,1,0,1,43,20,10,10,1,180,10,0
1689,28,2,2561,0,8.9,0.91,0,1,1,1,0,1,0,1,41,20,10,10,1,173,10,2
1820,46,9,2747,0,6.2,1.71,0,1,1,1,0,1,0,1,43,20,10,10,1,181,10,0
833,9,2,1275,1,4.9,0.64,1,1,1,1,0,1,0,1,42,20,10,10,1,,8,0
1092,13,5,1655,1,6,0.7,1,1,1,1,0,1,0,1,42,20,10,10,1,,0,0
4433,33,6,6606,0,8.1,0.4,1,1,1,1,0,1,0,1,42,20,11,11,1,187,11,0
4100,28,6,6118,0,8.9,0.47,1,1,1,1,0,1,0,1,42,20,11,11,1,182,11,3
3030,21,1,4561,0,8.6,0.93,1,1,1,1,0,1,0,1,44,20,11,11,1,188,10,3
3096,22,9,4666,0,7.4,0.95,1,1,1,1,0,1,0,1,53,20,11,11,1,189,9,1
3476,28,5,5219,0,8.9,1.05,1,1,1,1,0,1,0,1,42,20,11,11,1,183,11,2
5283,42,1,7968,0,5.6,1.58,1,1,1,1,0,1,0,1,48,20,11,11,1,184,11,1
546,6,4,853,1,6.7,0.27,0,1,1,1,0,1,0,1,45,20,11,11,1,186,11,0
2949,21,4,4431,0,8.6,0.32,1,1,1,1,0,1,0,1,46,20,12,12,1,201,11,1
1637,28,4,2472,0,8.9,0.39,0,1,1,1,0,1,0,1,43,20,12,12,1,180,7,1
4447,34,4,6623,0,7.6,0.44,1,1,2,1,0,1,0,0,45,20,12,12,1,190,12,2
172,26,5,251,0,7.5,0.52,0,1,1,1,0,1,0,1,43,20,12,12,1,185,12,1
3404,24,3,5124,0,7.3,0.73,1,1,1,1,0,1,0,1,45,20,12,12,1,,0,0
2970,21,9,4462,0,8.6,0.38,1,1,1,1,0,1,0,1,46,20,13,13,1,189,12,2
1815,46,9,2741,0,6.2,1.71,0,1,1,1,0,1,0,1,42,21,9,4,0.44,,0,0
5222,41,2,7886,0,7,1.76,1,1,1,1,0,1,0,1,42,21,4,2,0.5,,0,0
4590,34,7,6882,0,7.6,0.29,1,1,1,1,0,1,0,1,42,21,9,6,0.67,197,6,0
2763,44,4,4165,0,5.1,0.41,0,1,1,1,0,1,0,1,43,21,9,6,0.67,198,6,0
4211,29,5,6286,0,5.7,1.27,1,1,1,1,0,1,0,1,42,21,9,6,0.67,199,6,0
1110,13,1,1689,1,6,1.15,0,1,1,1,0,1,0,1,43,21,10,7,0.7,193,7,0
5379,43,9,8116,0,6.8,1.67,1,1,1,1,0,1,0,1,40,21,8,6,0.75,203,6,2
4085,47,3,6102,0,6.7,0.73,1,1,1,1,0,1,0,1,43,21,9,7,0.78,189,7,1
108,46,5,158,0,6.2,1.57,0,1,1,1,0,1,0,1,45,21,9,7,0.78,142,4,0
5354,44,4,8079,0,5.1,0.41,1,1,1,1,0,1,0,1,44,21,11,9,0.82,185,9,0
74,24,4,115,0,7.3,0.65,0,1,1,1,0,1,0,1,44,21,11,9,0.82,181,9,0
2605,22,4,3960,0,7.4,0.42,0,1,1,1,0,1,0,1,43,21,7,6,0.86,192,6,0
2086,44,2,3156,0,5.1,1.39,0,1,1,1,0,1,0,1,42,21,7,6,0.86,177,4,0
5399,39,6,8139,0,6.7,0.43,1,1,1,1,0,1,0,1,55,21,15,13,0.87,,0,0
2245,40,4,3416,0,5.5,0.38,0,1,1,1,0,1,0,1,41,21,8,7,0.88,206,7,3
4076,47,1,6093,0,6.7,1.22,1,1,1,1,0,1,0,1,43,21,8,7,0.88,176,7,0
3857,44,5,5821,0,5.1,1.92,1,1,1,1,0,1,0,1,41,21,8,7,0.88,200,7,0
3538,28,7,5326,0,8.9,0.21,1,1,1,1,0,1,0,1,42,21,9,8,0.89,177,8,3
3130,22,3,4708,0,7.4,0.5,1,1,1,1,0,1,0,1,46,21,9,8,0.89,186,6,1
5004,36,3,7554,0,7.5,0.73,1,1,1,1,0,1,0,1,45,21,9,8,0.89,182,8,1
2115,34,3,3212,0,7.6,0.83,0,1,1,1,0,1,0,1,43,21,9,8,0.89,191,8,1
3482,26,1,5228,0,7.5,0.97,1,1,1,1,0,1,0,1,42,21,9,8,0.89,168,5,0
247,2,6,369,1,6,0.38,1,1,1,1,0,1,0,1,41,21,9,8,0.89,192,8,0
304,2,3,461,1,6,0.47,0,1,1,1,0,1,0,1,42,21,9,8,0.89,188,8,1
3480,26,4,5226,0,7.5,0.3,1,1,1,1,0,1,0,1,43,21,10,9,0.9,191,9,4
5218,45,9,7881,0,7.4,1.14,1,1,1,1,0,1,0,1,42,21,10,9,0.9,187,9,2
3549,28,1,5344,0,8.9,1.15,1,1,1,1,0,1,0,1,43,21,10,9,0.9,185,9,2
977,12,4,1494,1,5.4,0.26,1,1,1,1,0,1,0,1,42,21,10,9,0.9,206,9,1
536,6,3,836,1,6.7,0.3,0,1,1,1,0,1,0,1,42,21,10,9,0.9,192,9,0
3067,22,4,4625,0,7.4,0.42,0,1,1,1,0,1,0,1,47,21,11,10,0.91,185,8,2
2112,34,4,3205,0,7.6,0.44,0,1,1,1,0,1,0,1,43,21,11,10,0.91,196,10,1
3028,21,1,4559,0,8.6,0.93,1,1,1,1,0,1,0,1,45,21,11,10,0.91,188,10,2
2307,26,1,3512,0,7.5,0.97,0,1,1,1,0,1,0,1,44,21,11,10,0.91,149,9,0
5350,44,9,8074,0,5.1,1.63,1,1,1,1,0,1,0,1,47,21,11,10,0.91,190,10,0
3778,46,6,5714,0,6.2,0.75,0,1,1,1,0,1,0,1,47,21,12,11,0.92,191,11,0
1715,28,5,2601,0,8.9,1.05,0,1,1,1,0,1,0,1,52,21,17,16,0.94,196,9,1
5245,46,2,7917,0,6.2,1.71,1,1,1,1,0,1,0,1,40,21,5,5,1,,0,0
225,2,4,343,1,6,0.37,1,1,1,1,0,1,0,1,37,21,5,5,1,200,5,0
3769,46,5,5704,0,6.2,1.57,0,1,1,1,0,1,0,1,41,21,6,6,1,188,6,0
2244,40,4,3415,0,5.5,0.38,0,1,1,1,0,1,0,1,42,21,7,7,1,201,5,0
2599,22,4,3954,0,7.4,0.42,0,1,1,1,0,1,0,1,44,21,7,7,1,196,7,0
3108,22,5,4682,0,7.4,0.92,0,1,1,1,0,1,0,1,46,21,7,7,1,197,6,0
5089,39,1,7680,0,6.7,0.97,1,1,1,1,0,1,0,1,42,21,7,7,1,196,7,1
4744,36,5,7138,0,7.5,1.01,1,1,1,1,0,1,0,1,38,21,7,7,1,207,7,3
3171,24,5,4780,0,7.3,0.22,0,1,1,1,0,1,0,1,43,21,8,8,1,177,8,0
5449,39,6,8222,0,6.7,0.43,1,1,1,1,0,1,0,1,,21,8,8,1,,8,0
5325,43,4,8040,0,6.8,0.46,1,1,1,1,0,1,0,1,41,21,8,8,1,193,8,3
4342,46,4,6468,0,6.2,0.51,1,1,1,1,0,1,0,1,42,21,8,8,1,189,8,1
2471,41,3,3771,0,7,0.53,0,1,1,1,0,1,0,1,43,21,8,8,1,201,8,0
5395,43,6,8135,0,6.8,0.56,1,1,1,1,0,1,0,1,41,21,8,8,1,182,8,0
3414,24,3,5134,0,7.3,0.73,1,1,1,1,0,1,0,1,42,21,8,8,1,191,7,0
4090,28,2,6107,0,8.9,0.91,1,1,1,1,0,1,0,1,40,21,8,8,1,184,7,2
1802,30,5,2726,0,6.8,1.01,0,1,1,1,0,1,0,1,43,21,8,8,1,174,7,1
4204,31,2,6275,0,7.7,1.18,1,1,1,1,0,1,0,1,41,21,8,8,1,175,7,0
5368,44,2,8101,0,5.1,1.39,1,1,1,1,0,1,0,1,42,21,8,8,1,192,8,0
4514,34,5,6752,0,7.6,1.53,0,1,1,1,0,1,0,1,42,21,8,8,1,189,8,0
41,1,1,69,1,6.6,0.9,0,1,2,1,0,1,0,0,41,21,8,8,1,185,8,1
263,2,1,402,1,6,2.33,1,1,1,1,0,1,0,1,42,21,8,8,1,181,4,0
1785,31,4,2701,0,7.7,0.38,0,1,1,1,0,1,0,1,41,21,9,9,1,199,9,0
5156,44,6,7778,0,5.1,0.38,1,1,1,1,0,1,0,1,43,21,9,9,1,185,9,0
4115,28,4,6140,0,8.9,0.39,1,1,1,1,0,1,0,1,43,21,9,9,1,190,9,0
1740,30,4,2637,0,6.8,0.41,0,1,1,1,0,1,0,1,42,21,9,9,1,195,9,1
4462,34,4,6656,0,7.6,0.44,1,1,1,1,0,1,0,1,42,21,9,9,1,195,9,2
2776,44,3,4189,0,5.1,0.73,0,1,1,1,0,1,0,1,44,21,9,9,1,172,9,0
5329,44,3,8045,0,5.1,0.73,1,1,1,1,0,1,0,1,45,21,9,9,1,188,9,1
4442,34,3,6615,0,7.6,0.83,1,1,1,1,0,1,0,1,41,21,9,9,1,189,9,2
2746,43,8,4139,0,6.8,0.84,0,1,1,1,0,1,0,1,42,21,9,9,1,180,9,1
3774,46,8,5710,0,6.2,0.84,0,1,1,1,0,1,0,1,43,21,9,9,1,200,8,0
2058,45,9,3109,0,7.4,1.14,0,1,2,1,0,1,0,0,44,21,9,9,1,197,9,0
1570,28,1,2355,0,8.9,1.15,0,1,1,1,0,1,0,1,41,21,9,9,1,183,9,1
4238,30,9,6321,0,6.8,1.22,1,1,1,1,0,1,0,1,44,21,9,9,1,192,9,1
2048,34,1,3095,0,7.6,1.29,0,1,1,1,0,1,0,1,42,21,9,9,1,195,9,3
5204,39,9,7858,0,6.7,1.37,1,1,1,1,0,1,0,1,43,21,9,9,1,193,8,1
1956,34,5,2946,0,7.6,1.53,0,1,1,1,0,1,0,1,41,21,9,9,1,202,9,0
902,9,2,1391,1,4.9,0.64,0,1,1,1,0,1,0,1,,21,9,9,1,,6,1
1516,17,4,2277,0,6.8,0.2,0,1,2,1,0,1,0,0,44,21,10,10,1,192,9,2
2903,21,7,4356,0,8.6,0.25,1,1,1,1,0,1,0,1,43,21,10,10,1,189,10,1
2374,37,7,3623,0,5.5,0.37,0,1,1,1,0,1,0,1,44,21,10,10,1,184,9,0
4261,31,4,6355,0,7.7,0.38,1,1,1,1,0,1,0,1,42,21,10,10,1,192,9,0
4099,28,6,6117,0,8.9,0.47,1,1,1,1,0,1,0,1,42,21,10,10,1,187,10,3
1842,28,3,2777,0,8.9,0.5,0,1,1,1,0,1,0,1,42,21,10,10,1,180,10,3
4481,34,6,6690,0,7.6,0.53,1,1,1,1,0,1,0,1,43,21,10,10,1,,0,0
72,24,4,113,0,7.3,0.65,0,1,1,1,0,1,0,1,43,21,10,10,1,181,10,0
1974,36,1,2973,0,7.5,0.75,0,1,1,1,0,1,0,1,42,21,10,10,1,177,10,1
3577,26,3,5403,0,7.5,0.37,1,1,1,1,0,1,0,1,45,21,11,11,1,167,8,0
3492,26,8,5244,0,7.5,0.41,1,1,1,1,0,1,0,1,45,21,11,11,1,176,10,1
3454,34,4,5187,0,7.6,0.44,1,1,1,1,0,1,0,1,43,21,11,11,1,196,11,2
3115,22,3,4689,0,7.4,0.5,1,1,1,1,0,1,0,1,48,21,11,11,1,162,10,1
169,26,5,248,0,7.5,0.52,0,1,1,1,0,1,0,1,45,21,11,11,1,174,11,0
78,24,4,119,0,7.3,0.65,0,1,1,1,0,1,0,1,46,21,11,11,1,173,11,1
4780,37,4,7193,0,5.5,0.73,1,1,1,1,0,1,0,1,43,21,11,11,1,,0,0
3047,21,5,4594,0,8.6,0.92,1,1,1,1,0,1,0,1,45,21,11,11,1,195,9,2
2923,21,1,4386,0,8.6,0.93,1,1,1,1,0,1,0,1,44,21,11,11,1,185,11,1
2991,21,1,4496,0,8.6,0.93,1,1,1,1,0,1,0,1,44,21,11,11,1,191,9,1
1953,34,5,2943,0,7.6,1.53,0,1,1,1,0,1,0,1,44,21,11,11,1,197,11,1
170,26,5,249,0,7.5,0.52,0,1,1,1,0,1,0,1,46,21,13,13,1,129,5,0
2600,22,4,3955,0,7.4,0.42,0,1,1,1,0,1,0,1,45,22,7,4,0.57,183,3,0
1621,42,4,2448,0,5.6,0.54,0,1,2,1,0,1,0,0,57,22,10,7,0.7,162,7,0
4035,47,8,6052,0,6.7,0.64,1,1,1,1,0,1,0,1,42,22,9,7,0.78,183,7,1
2174,36,9,3311,0,7.5,1.25,0,1,1,1,0,1,0,1,44,22,9,7,0.78,184,7,0
4600,35,2,6907,0,6.9,1.28,1,1,1,1,0,1,0,1,41,22,9,7,0.78,195,6,1
2068,41,2,3127,0,7,1.76,0,1,1,1,0,1,0,1,44,22,9,7,0.78,187,7,2
1515,18,3,2276,0,5.8,0.37,1,1,1,1,0,1,0,1,44,22,11,9,0.82,182,7,0
648,6,4,1007,1,6.7,0.27,0,1,1,1,0,1,0,1,45,22,6,5,0.83,194,5,0
5018,38,9,7573,0,7.4,1.79,1,1,1,1,0,1,0,1,43,22,7,6,0.86,202,6,1
248,2,1,370,1,6,2.33,1,1,1,1,0,1,0,1,42,22,7,6,0.86,156,4,0
3916,44,6,5901,0,5.1,0.38,1,1,1,1,0,1,0,1,43,22,8,7,0.88,182,7,0
3958,46,6,5959,0,6.2,0.75,1,1,1,1,0,1,0,1,43,22,8,7,0.88,192,7,1
2652,46,1,4026,0,6.2,1.04,0,1,1,1,0,1,0,1,43,22,8,7,0.88,171,5,0
2087,44,2,3157,0,5.1,1.39,0,1,1,1,0,1,0,1,44,22,8,7,0.88,179,6,0
2121,46,4,3227,0,6.2,0.51,0,1,1,1,0,1,0,1,43,22,9,8,0.89,196,8,3
4079,47,4,6096,0,6.7,0.53,1,1,1,1,0,1,0,1,43,22,9,8,0.89,179,8,1
